edge_type_id target_query source_query dynamics_params delay model_template syn_weight
100 model_name=='Sst_501282204' * lgn_inh.json 1.7 static_synapse 0.0
101 model_name=='Pvalb_478958894' * lgn_inh.json 1.7 static_synapse 1.7916764292750003
102 model_name=='Htr3a_474626527' * lgn_inh.json 1.7 static_synapse 0.0
103 model_name=='Scnn1a_517982558' * lgn_exc.json 1.7 static_synapse 0.5173743580285
